file,base,total_verse_lines,with_expected_block_id,with_any_block_id,missing_block_id
1-samuel/1-samuel-19.md,1-samuel-19,24,24,24,0
1-samuel/1-samuel-02.md,1-samuel-02,36,36,36,0
1-samuel/1-samuel-26.md,1-samuel-26,24,24,24,0
1-samuel/1-samuel-12.md,1-samuel-12,25,25,25,0
1-samuel/1-samuel-06.md,1-samuel-06,21,21,21,0
1-samuel/1-samuel-16.md,1-samuel-16,23,23,23,0
1-samuel/1-samuel-22.md,1-samuel-22,23,23,23,0
1-samuel/1-samuel-07.md,1-samuel-07,17,17,17,0
1-samuel/1-samuel-17.md,1-samuel-17,58,58,58,0
1-samuel/1-samuel-23.md,1-samuel-23,28,28,28,0
1-samuel/1-samuel-03.md,1-samuel-03,21,21,21,0
1-samuel/1-samuel-27.md,1-samuel-27,12,12,12,0
1-samuel/1-samuel-13.md,1-samuel-13,21,21,21,0
joshua/joshua-11.md,joshua-11,23,23,23,0
joshua/joshua-01.md,joshua-01,18,18,18,0
joshua/joshua-15.md,joshua-15,63,63,63,0
joshua/joshua-21.md,joshua-21,45,45,45,0
joshua/joshua-05.md,joshua-05,15,15,15,0
joshua/joshua-14.md,joshua-14,14,14,14,0
joshua/joshua-20.md,joshua-20,9,9,9,0
joshua/joshua-04.md,joshua-04,24,24,24,0
joshua/joshua-24.md,joshua-24,33,33,33,0
joshua/joshua-10.md,joshua-10,43,43,43,0
joshua/joshua-17.md,joshua-17,15,15,15,0
joshua/joshua-23.md,joshua-23,16,16,16,0
joshua/joshua-07.md,joshua-07,26,26,26,0
joshua/joshua-13.md,joshua-13,33,33,33,0
joshua/joshua-03.md,joshua-03,17,17,17,0
joshua/joshua-12.md,joshua-12,24,24,24,0
joshua/joshua-02.md,joshua-02,24,24,24,0
joshua/joshua-16.md,joshua-16,10,10,10,0
joshua/joshua-22.md,joshua-22,31,31,31,0
joshua/joshua-06.md,joshua-06,27,27,27,0
joshua/joshua-19.md,joshua-19,51,51,51,0
joshua/joshua-09.md,joshua-09,27,27,27,0
joshua/joshua-18.md,joshua-18,26,26,26,0
joshua/joshua-08.md,joshua-08,35,35,35,0
2-chronicles/2-chronicles-01.md,2-chronicles-01,18,18,18,0
2-chronicles/2-chronicles-35.md,2-chronicles-35,27,27,27,0
2-chronicles/2-chronicles-25.md,2-chronicles-25,28,28,28,0
2-chronicles/2-chronicles-11.md,2-chronicles-11,23,23,23,0
2-chronicles/2-chronicles-31.md,2-chronicles-31,20,20,20,0
2-chronicles/2-chronicles-05.md,2-chronicles-05,14,14,14,0
2-chronicles/2-chronicles-15.md,2-chronicles-15,19,19,19,0
2-chronicles/2-chronicles-21.md,2-chronicles-21,20,20,20,0
2-chronicles/2-chronicles-30.md,2-chronicles-30,27,27,27,0
2-chronicles/2-chronicles-04.md,2-chronicles-04,19,19,19,0
2-chronicles/2-chronicles-14.md,2-chronicles-14,14,14,14,0
2-chronicles/2-chronicles-20.md,2-chronicles-20,37,37,37,0
2-chronicles/2-chronicles-34.md,2-chronicles-34,33,33,33,0
2-chronicles/2-chronicles-24.md,2-chronicles-24,27,27,27,0
2-chronicles/2-chronicles-10.md,2-chronicles-10,19,19,19,0
2-chronicles/2-chronicles-33.md,2-chronicles-33,25,25,25,0
2-chronicles/2-chronicles-07.md,2-chronicles-07,22,22,22,0
2-chronicles/2-chronicles-17.md,2-chronicles-17,19,19,19,0
2-chronicles/2-chronicles-23.md,2-chronicles-23,21,21,21,0
2-chronicles/2-chronicles-03.md,2-chronicles-03,14,14,14,0
2-chronicles/2-chronicles-27.md,2-chronicles-27,9,9,9,0
2-chronicles/2-chronicles-13.md,2-chronicles-13,23,23,23,0
2-chronicles/2-chronicles-02.md,2-chronicles-02,17,17,17,0
2-chronicles/2-chronicles-36.md,2-chronicles-36,23,23,23,0
2-chronicles/2-chronicles-26.md,2-chronicles-26,23,23,23,0
2-chronicles/2-chronicles-12.md,2-chronicles-12,16,16,16,0
2-chronicles/2-chronicles-32.md,2-chronicles-32,32,32,32,0
2-chronicles/2-chronicles-06.md,2-chronicles-06,42,42,42,0
2-chronicles/2-chronicles-16.md,2-chronicles-16,14,14,14,0
2-chronicles/2-chronicles-22.md,2-chronicles-22,12,12,12,0
2-chronicles/2-chronicles-29.md,2-chronicles-29,36,36,36,0
2-chronicles/2-chronicles-09.md,2-chronicles-09,31,31,31,0
2-chronicles/2-chronicles-19.md,2-chronicles-19,11,11,11,0
2-chronicles/2-chronicles-08.md,2-chronicles-08,17,17,17,0
2-chronicles/2-chronicles-18.md,2-chronicles-18,33,33,33,0
2-chronicles/2-chronicles-28.md,2-chronicles-28,27,27,27,0
zechariah/zechariah-07.md,zechariah-07,14,14,14,0
zechariah/zechariah-13.md,zechariah-13,9,9,9,0
zechariah/zechariah-03.md,zechariah-03,10,10,10,0
zechariah/zechariah-12.md,zechariah-12,14,14,14,0
zechariah/zechariah-02.md,zechariah-02,17,17,17,0
zechariah/zechariah-06.md,zechariah-06,15,15,15,0
zechariah/zechariah-09.md,zechariah-09,17,17,17,0
zechariah/zechariah-08.md,zechariah-08,23,23,23,0
zechariah/zechariah-11.md,zechariah-11,17,17,17,0
zechariah/zechariah-01.md,zechariah-01,17,17,17,0
zechariah/zechariah-05.md,zechariah-05,11,11,11,0
zechariah/zechariah-14.md,zechariah-14,21,21,21,0
zechariah/zechariah-04.md,zechariah-04,14,14,14,0
zechariah/zechariah-10.md,zechariah-10,12,12,12,0
3-john/3-john-01.md,3-john-01,15,15,15,0
TOTALS,,33626,33625,33626,0
